PCON25CD,year,households_per_pc
E14001550,2037,49757
E14001550,2038,50142
E14001550,2039,50513
E14001550,2040,50871
E14001550,2041,51230
E14001550,2042,51574
E14001550,2043,51909
E14001550,2044,52237
E14001550,2045,52554
E14001550,2046,52866
E14001550,2047,53171
E14001550,2048,53531
E14001550,2049,53894
E14001550,2050,54259
E14001551,2022,47482
E14001551,2023,48193
E14001551,2024,48848
E14001551,2025,49296
E14001551,2026,49693
E14001551,2027,50117
E14001551,2028,50551
E14001551,2029,51009
E14001551,2030,51464
E14001551,2031,51907
E14001551,2032,52358
E14001551,2033,52808
E14001551,2034,53254
E14001551,2035,53692
E14001551,2036,54119
E14001551,2037,54548
E14001551,2038,54970
E14001551,2039,55377
E14001551,2040,55769
E14001551,2041,56162
E14001551,2042,56539
E14001551,2043,56907
E14001551,2044,57266
E14001551,2045,57614
E14001551,2046,57956
E14001551,2047,58290
E14001551,2048,58685
E14001551,2049,59082
E14001551,2050,59483
E14001552,2022,42326
E14001552,2023,42960
E14001552,2024,43544
E14001552,2025,43943
E14001552,2026,44297
E14001552,2027,44674
E14001552,2028,45062
E14001552,2029,45470
E14001552,2030,45876
E14001552,2031,46270
E14001552,2032,46673
E14001552,2033,47074
E14001552,2034,47471
E14001552,2035,47861
E14001552,2036,48242
E14001552,2037,48625
E14001552,2038,49001
E14001552,2039,49363
E14001552,2040,49713
E14001552,2041,50063
E14001552,2042,50400
E14001552,2043,50728
E14001552,2044,51047
E14001552,2045,51357
E14001552,2046,51662
E14001552,2047,51960
E14001552,2048,52312
E14001552,2049,52667
E14001552,2050,53023
E14001553,2022,51745
E14001553,2023,52520
E14001553,2024,53234
E14001553,2025,53722
E14001553,2026,54154
E14001553,2027,54616
E14001553,2028,55090
E14001553,2029,55589
E14001553,2030,56085
E14001553,2031,56567
E14001553,2032,57059
E14001553,2033,57549
E14001553,2034,58035
E14001553,2035,58512
E14001553,2036,58978
E14001553,2037,59445
E14001553,2038,59905
E14001553,2039,60349
E14001553,2040,60775
E14001553,2041,61204
E14001553,2042,61615
E14001553,2043,62016
E14001553,2044,62407
E14001553,2045,62786
E14001553,2046,63159
E14001553,2047,63523
E14001553,2048,63954
E14001553,2049,64387
E14001553,2050,64823
E14001554,2022,40861
E14001554,2023,41473
E14001554,2024,42037
E14001554,2025,42422
E14001554,2026,42764
E14001554,2027,43128
E14001554,2028,43502
E14001554,2029,43896
E14001554,2030,44288
E14001554,2031,44669
E14001554,2032,45057
E14001554,2033,45444
E14001554,2034,45828
E14001554,2035,46205
E14001554,2036,46572
E14001554,2037,46942
E14001554,2038,47305
E14001554,2039,47655
E14001554,2040,47992
E14001554,2041,48331
E14001554,2042,48655
E14001554,2043,48972
E14001554,2044,49281
E14001554,2045,49580
E14001554,2046,49874
E14001554,2047,50162
E14001554,2048,50502
E14001554,2049,50844
E14001554,2050,51188
E14001555,2022,44382
E14001555,2023,45047
E14001555,2024,45659
E14001555,2025,46078
E14001555,2026,46449
E14001555,2027,46845
E14001555,2028,47251
E14001555,2029,47679
E14001555,2030,48104
E14001555,2031,48518
E14001555,2032,48940
E14001555,2033,49360
E14001555,2034,49777
E14001555,2035,50186
E14001555,2036,50585
E14001555,2037,50987
E14001555,2038,51381
E14001555,2039,51761
E14001555,2040,52127
E14001555,2041,52495
E14001555,2042,52848
E14001555,2043,53192
E14001555,2044,53527
E14001555,2045,53852
E14001555,2046,54172
E14001555,2047,54484
E14001555,2048,54854
E14001555,2049,55225
E14001555,2050,55599
E14001556,2022,44046
E14001556,2023,44706
E14001556,2024,45313
E14001556,2025,45729
E14001556,2026,46097
E14001556,2027,46490
E14001556,2028,46893
E14001556,2029,47318
E14001556,2030,47740
E14001556,2031,48150
E14001556,2032,48569
E14001556,2033,48987
E14001556,2034,49400
E14001556,2035,49806
E14001556,2036,50202
E14001556,2037,50601
E14001556,2038,50992
E14001556,2039,51369
E14001556,2040,51733
E14001556,2041,52098
E14001556,2042,52448
E14001556,2043,52789
E14001556,2044,53122
E14001556,2045,53444
E14001556,2046,53762
E14001556,2047,54072
E14001556,2048,54438
E14001556,2049,54807
E14001556,2050,55178
E14001557,2022,43829
E14001557,2023,44486
E14001557,2024,45090
E14001557,2025,45504
E14001557,2026,45870
E14001557,2027,46261
E14001557,2028,46662
E14001557,2029,47085
E14001557,2030,47505
E14001557,2031,47913
E14001557,2032,48330
E14001557,2033,48745
E14001557,2034,49157
E14001557,2035,49561
E14001557,2036,49955
E14001557,2037,50351
E14001557,2038,50741
E14001557,2039,51116
E14001557,2040,51478
E14001557,2041,51841
E14001557,2042,52189
E14001557,2043,52529
E14001557,2044,52860
E14001557,2045,53181
E14001557,2046,53497
E14001557,2047,53806
E14001557,2048,54170
E14001557,2049,54537
E14001557,2050,54906
E14001558,2022,43280
E14001558,2023,43929
E14001558,2024,44525
E14001558,2025,44934
E14001558,2026,45295
E14001558,2027,45681
E14001558,2028,46078
E14001558,2029,46495
E14001558,2030,46910
E14001558,2031,47313
E14001558,2032,47725
E14001558,2033,48135
E14001558,2034,48541
E14001558,2035,48940
E14001558,2036,49329
E14001558,2037,49721
E14001558,2038,50105
E14001558,2039,50476
E14001558,2040,50833
E14001558,2041,51192
E14001558,2042,51536
E14001558,2043,51871
E14001558,2044,52198
E14001558,2045,52515
E14001558,2046,52827
E14001558,2047,53132
E14001558,2048,53492
E14001558,2049,53854
E14001558,2050,54219
E14001559,2022,45759
E14001559,2023,46445
E14001559,2024,47076
E14001559,2025,47507
E14001559,2026,47890
E14001559,2027,48298
E14001559,2028,48717
E14001559,2029,49158
E14001559,2030,49597
E14001559,2031,50023
E14001559,2032,50458
E14001559,2033,50892
E14001559,2034,51321
E14001559,2035,51743
E14001559,2036,52155
E14001559,2037,52569
E14001559,2038,52975
E14001559,2039,53367
E14001559,2040,53745
E14001559,2041,54124
E14001559,2042,54487
E14001559,2043,54842
E14001559,2044,55188
E14001559,2045,55523
E14001559,2046,55853
E14001559,2047,56175
E14001559,2048,56555
E14001559,2049,56938
E14001559,2050,57324
E14001560,2022,45227
E14001560,2023,45905
E14001560,2024,46528
E14001560,2025,46955
E14001560,2026,47333
E14001560,2027,47736
E14001560,2028,48151
E14001560,2029,48587
E14001560,2030,49020
E14001560,2031,49441
E14001560,2032,49872
E14001560,2033,50300
E14001560,2034,50725
E14001560,2035,51142
E14001560,2036,51549
E14001560,2037,51957
E14001560,2038,52359
E14001560,2039,52747
E14001560,2040,53120
E14001560,2041,53495
E14001560,2042,53854
E14001560,2043,54204
E14001560,2044,54546
E14001560,2045,54877
E14001560,2046,55203
E14001560,2047,55522
E14001560,2048,55898
E14001560,2049,56277
E14001560,2050,56658
E14001561,2022,43207
E14001561,2023,43854
E14001561,2024,44450
E14001561,2025,44858
E14001561,2026,45219
E14001561,2027,45604
E14001561,2028,46000
E14001561,2029,46417
E14001561,2030,46830
E14001561,2031,47233
E14001561,2032,47644
E14001561,2033,48054
E14001561,2034,48459
E14001561,2035,48858
E14001561,2036,49246
E14001561,2037,49637
E14001561,2038,50021
E14001561,2039,50391
E14001561,2040,50747
E14001561,2041,51106
E14001561,2042,51449
E14001561,2043,51783
E14001561,2044,52110
E14001561,2045,52426
E14001561,2046,52738
E14001561,2047,53042
E14001561,2048,53401
E14001561,2049,53763
E14001561,2050,54127
E14001562,2022,44055
E14001562,2023,44715
E14001562,2024,45323
E14001562,2025,45738
E14001562,2026,46106
E14001562,2027,46499
E14001562,2028,46903
E14001562,2029,47328
E14001562,2030,47750
E14001562,2031,48160
E14001562,2032,48579
E14001562,2033,48997
E14001562,2034,49410
E14001562,2035,49817
E14001562,2036,50213
E14001562,2037,50611
E14001562,2038,51003
E14001562,2039,51380
E14001562,2040,51743
E14001562,2041,52109
E14001562,2042,52458
E14001562,2043,52800
E14001562,2044,53133
E14001562,2045,53455
E14001562,2046,53773
E14001562,2047,54083
E14001562,2048,54449
E14001562,2049,54818
E14001562,2050,55189
E14001563,2022,45293
E14001563,2023,45972
E14001563,2024,46596
E14001563,2025,47024
E14001563,2026,47402
E14001563,2027,47806
E14001563,2028,48221
E14001563,2029,48658
E14001563,2030,49091
E14001563,2031,49514
E14001563,2032,49944
E14001563,2033,50374
E14001563,2034,50799
E14001563,2035,51216
E14001563,2036,51624
E14001563,2037,52033
E14001563,2038,52436
E14001563,2039,52824
E14001563,2040,53197
E14001563,2041,53573
E14001563,2042,53933
E14001563,2043,54283
E14001563,2044,54626
E14001563,2045,54957
E14001563,2046,55284
E14001563,2047,55603
E14001563,2048,55979
E14001563,2049,56359
E14001563,2050,56740
E14001564,2022,41782
E14001564,2023,42408
E14001564,2024,42984
E14001564,2025,43378
E14001564,2026,43728
E14001564,2027,44100
E14001564,2028,44483
E14001564,2029,44886
E14001564,2030,45286
E14001564,2031,45675
E14001564,2032,46073
E14001564,2033,46469
E14001564,2034,46861
E14001564,2035,47246
E14001564,2036,47622
E14001564,2037,48000
E14001564,2038,48371
E14001564,2039,48729
E14001564,2040,49074
E14001564,2041,49420
E14001564,2042,49752
E14001564,2043,50076
E14001564,2044,50391
E14001564,2045,50697
E14001564,2046,50998
E14001564,2047,51293
E14001564,2048,51640
E14001564,2049,51990
E14001564,2050,52342
E14001565,2022,43442
E14001565,2023,44093
E14001565,2024,44692
E14001565,2025,45102
E14001565,2026,45465
E14001565,2027,45852
E14001565,2028,46250
E14001565,2029,46669
E14001565,2030,47085
E14001565,2031,47490
E14001565,2032,47903
E14001565,2033,48315
E14001565,2034,48723
E14001565,2035,49123
E14001565,2036,49514
E14001565,2037,49907
E14001565,2038,50293
E14001565,2039,50665
E14001565,2040,51023
E14001565,2041,51383
E14001565,2042,51729
E14001565,2043,52065
E14001565,2044,52393
E14001565,2045,52712
E14001565,2046,53025
E14001565,2047,53331
E14001565,2048,53692
E14001565,2049,54055
E14001565,2050,54422
E14001566,2022,44969
E14001566,2023,45643
E14001566,2024,46263
E14001566,2025,46687
E14001566,2026,47063
E14001566,2027,47464
E14001566,2028,47876
E14001566,2029,48310
E14001566,2030,48740
E14001566,2031,49159
E14001566,2032,49587
E14001566,2033,50013
E14001566,2034,50435
E14001566,2035,50850
E14001566,2036,51254
E14001566,2037,51661
E14001566,2038,52061
E14001566,2039,52446
E14001566,2040,52817
E14001566,2041,53190
E14001566,2042,53547
E14001566,2043,53895
E14001566,2044,54235
E14001566,2045,54564
E14001566,2046,54888
E14001566,2047,55205
E14001566,2048,55579
E14001566,2049,55955
E14001566,2050,56334
E14001567,2022,41892
E14001567,2023,42520
E14001567,2024,43098
E14001567,2025,43493
E14001567,2026,43843
E14001567,2027,44216
E14001567,2028,44600
E14001567,2029,45004
E14001567,2030,45405
E14001567,2031,45796
E14001567,2032,46194
E14001567,2033,46591
E14001567,2034,46984
E14001567,2035,47371
E14001567,2036,47747
E14001567,2037,48126
E14001567,2038,48498
E14001567,2039,48857
E14001567,2040,49203
E14001567,2041,49550
E14001567,2042,49883
E14001567,2043,50207
E14001567,2044,50524
E14001567,2045,50831
E14001567,2046,51133
E14001567,2047,51428
E14001567,2048,51776
E14001567,2049,52127
E14001567,2050,52480
E14001568,2022,42747
E14001568,2023,43388
E14001568,2024,43977
E14001568,2025,44380
E14001568,2026,44737
E14001568,2027,45119
E14001568,2028,45510
E14001568,2029,45923
E14001568,2030,46332
E14001568,2031,46730
E14001568,2032,47137
E14001568,2033,47542
E14001568,2034,47943
E14001568,2035,48338
E14001568,2036,48722
E14001568,2037,49108
E14001568,2038,49488
E14001568,2039,49854
E14001568,2040,50207
E14001568,2041,50561
E14001568,2042,50901
E14001568,2043,51232
E14001568,2044,51555
E14001568,2045,51868
E14001568,2046,52176
E14001568,2047,52477
E14001568,2048,52833
E14001568,2049,53191
E14001568,2050,53551
E14001569,2022,39384
E14001569,2023,39974
E14001569,2024,40517
E14001569,2025,40889
E14001569,2026,41218
E14001569,2027,41569
E14001569,2028,41930
E14001569,2029,42310
E14001569,2030,42687
E14001569,2031,43054
E14001569,2032,43429
E14001569,2033,43802
E14001569,2034,44171
E14001569,2035,44535
E14001569,2036,44889
E14001569,2037,45245
E14001569,2038,45595
E14001569,2039,45932
E14001569,2040,46257
E14001569,2041,46584
E14001569,2042,46896
E14001569,2043,47202
E14001569,2044,47499
E14001569,2045,47788
E14001569,2046,48071
E14001569,2047,48349
E14001569,2048,48676
E14001569,2049,49006
E14001569,2050,49338
E14001570,2022,38312
E14001570,2023,38886
E14001570,2024,39414
E14001570,2025,39776
E14001570,2026,40096
E14001570,2027,40438
E14001570,2028,40789
E14001570,2029,41158
E14001570,2030,41525
E14001570,2031,41882
E14001570,2032,42247
E14001570,2033,42609
E14001570,2034,42969
E14001570,2035,43323
E14001570,2036,43667
E14001570,2037,44013
E14001570,2038,44354
E14001570,2039,44682
E14001570,2040,44998
E14001570,2041,45316
E14001570,2042,45620
E14001570,2043,45917
E14001570,2044,46206
E14001570,2045,46487
E14001570,2046,46763
E14001570,2047,47033
E14001570,2048,47351
E14001570,2049,47672
E14001570,2050,47995
E14001571,2022,47038
E14001571,2023,47743
E14001571,2024,48392
E14001571,2025,48835
E14001571,2026,49228
E14001571,2027,49648
E14001571,2028,50079
E14001571,2029,50532
E14001571,2030,50983
E14001571,2031,51421
E14001571,2032,51869
E14001571,2033,52314
E14001571,2034,52756
E14001571,2035,53190
E14001571,2036,53613
E14001571,2037,54038
E14001571,2038,54456
E14001571,2039,54859
E14001571,2040,55247
E14001571,2041,55637
E14001571,2042,56010
E14001571,2043,56375
E14001571,2044,56730
E14001571,2045,57075
E14001571,2046,57414
E14001571,2047,57745
E14001571,2048,58136
E14001571,2049,58530
E14001571,2050,58926
E14001572,2022,38032
E14001572,2023,38602
E14001572,2024,39126
E14001572,2025,39485
E14001572,2026,39803
E14001572,2027,40142
E14001572,2028,40490
E14001572,2029,40857
E14001572,2030,41221
E14001572,2031,41576
E14001572,2032,41938
E14001572,2033,42298
E14001572,2034,42655
E14001572,2035,43006
E14001572,2036,43348
E14001572,2037,43692
E14001572,2038,44030
E14001572,2039,44355
E14001572,2040,44669
E14001572,2041,44984
E14001572,2042,45287
E14001572,2043,45581
E14001572,2044,45869
E14001572,2045,46147
E14001572,2046,46421
E14001572,2047,46689
E14001572,2048,47005
E14001572,2049,47324
E14001572,2050,47644
E14001573,2022,43835
E14001573,2023,44492
E14001573,2024,45096
E14001573,2025,45510
E14001573,2026,45876
E14001573,2027,46267
E14001573,2028,46669
E14001573,2029,47091
E14001573,2030,47511
E14001573,2031,47920
E14001573,2032,48337
E14001573,2033,48752
E14001573,2034,49163
E14001573,2035,49568
E14001573,2036,49962
E14001573,2037,50358
E14001573,2038,50748
E14001573,2039,51123
E14001573,2040,51485
E14001573,2041,51848
E14001573,2042,52196
E14001573,2043,52536
E14001573,2044,52867
E14001573,2045,53188
E14001573,2046,53504
E14001573,2047,53813
E14001573,2048,54177
E14001573,2049,54544
E14001573,2050,54914
E14001574,2022,42810
E14001574,2023,43451
E14001574,2024,44042
E14001574,2025,44446
E14001574,2026,44803
E14001574,2027,45185
E14001574,2028,45577
E14001574,2029,45990
E14001574,2030,46400
E14001574,2031,46799
E14001574,2032,47206
E14001574,2033,47612
E14001574,2034,48014
E14001574,2035,48409
E14001574,2036,48794
E14001574,2037,49181
E14001574,2038,49561
E14001574,2039,49928
E14001574,2040,50281
E14001574,2041,50636
E14001574,2042,50976
E14001574,2043,51308
E14001574,2044,51631
E14001574,2045,51945
E14001574,2046,52253
E14001574,2047,52555
E14001574,2048,52911
E14001574,2049,53269
E14001574,2050,53630
E14001575,2022,43224
E14001575,2023,43872
E14001575,2024,44468
E14001575,2025,44876
E14001575,2026,45237
E14001575,2027,45622
E14001575,2028,46018
E14001575,2029,46435
E14001575,2030,46849
E14001575,2031,47252
E14001575,2032,47663
E14001575,2033,48072
E14001575,2034,48478
E14001575,2035,48877
E14001575,2036,49266
E14001575,2037,49656
E14001575,2038,50041
E14001575,2039,50411
E14001575,2040,50767
E14001575,2041,51126
E14001575,2042,51469
E14001575,2043,51804
E14001575,2044,52130
E14001575,2045,52447
E14001575,2046,52759
E14001575,2047,53063
E14001575,2048,53422
E14001575,2049,53784
E14001575,2050,54148
E14001576,2022,49201
E14001576,2023,49938
E14001576,2024,50617
E14001576,2025,51081
E14001576,2026,51492
E14001576,2027,51931
E14001576,2028,52381
E14001576,2029,52856
E14001576,2030,53327
E14001576,2031,53786
E14001576,2032,54254
E14001576,2033,54720
E14001576,2034,55182
E14001576,2035,55636
E14001576,2036,56078
E14001576,2037,56523
E14001576,2038,56960
E14001576,2039,57382
E14001576,2040,57787
E14001576,2041,58195
E14001576,2042,58586
E14001576,2043,58967
E14001576,2044,59339
E14001576,2045,59699
E14001576,2046,60054
E14001576,2047,60400
E14001576,2048,60810
E14001576,2049,61221
E14001576,2050,61636
E14001577,2022,41231
E14001577,2023,41849
E14001577,2024,42417
E14001577,2025,42806
E14001577,2026,43151
E14001577,2027,43519
E14001577,2028,43896
E14001577,2029,44294
E14001577,2030,44689
E14001577,2031,45073
E14001577,2032,45465
E14001577,2033,45856
E14001577,2034,46243
E14001577,2035,46623
E14001577,2036,46994
E14001577,2037,47367
E14001577,2038,47733
E14001577,2039,48086
E14001577,2040,48427
E14001577,2041,48768
E14001577,2042,49096
E14001577,2043,49415
E14001577,2044,49727
E14001577,2045,50029
E14001577,2046,50326
E14001577,2047,50616
E14001577,2048,50959
E14001577,2049,51304
E14001577,2050,51652
E14001578,2022,50692
E14001578,2023,51452
E14001578,2024,52151
E14001578,2025,52629
E14001578,2026,53052
E14001578,2027,53505
E14001578,2028,53969
E14001578,2029,54458
E14001578,2030,54943
E14001578,2031,55416
E14001578,2032,55898
E14001578,2033,56378
E14001578,2034,56854
E14001578,2035,57322
E14001578,2036,57777
E14001578,2037,58236
E14001578,2038,58686
E14001578,2039,59120
E14001578,2040,59539
E14001578,2041,59959
E14001578,2042,60361
E14001578,2043,60754
E14001578,2044,61137
E14001578,2045,61509
E14001578,2046,61874
E14001578,2047,62231
E14001578,2048,62652
E14001578,2049,63077
E14001578,2050,63504
E14001579,2022,43397
E14001579,2023,44047
E14001579,2024,44646
E14001579,2025,45055
E14001579,2026,45418
E14001579,2027,45805
E14001579,2028,46202
E14001579,2029,46621
E14001579,2030,47036
E14001579,2031,47441
E14001579,2032,47854
E14001579,2033,48265
E14001579,2034,48672
E14001579,2035,49073
E14001579,2036,49463
E14001579,2037,49855
E14001579,2038,50241
E14001579,2039,50613
E14001579,2040,50971
E14001579,2041,51330
E14001579,2042,51675
E14001579,2043,52011
E14001579,2044,52339
E14001579,2045,52657
E14001579,2046,52970
E14001579,2047,53275
E14001579,2048,53636
E14001579,2049,53999
E14001579,2050,54365
E14001580,2022,41530
E14001580,2023,42152
E14001580,2024,42725
E14001580,2025,43117
E14001580,2026,43464
E14001580,2027,43834
E14001580,2028,44215
E14001580,2029,44615
E14001580,2030,45013
E14001580,2031,45400
E14001580,2032,45795
E14001580,2033,46188
E14001580,2034,46578
E14001580,2035,46961
E14001580,2036,47335
E14001580,2037,47710
E14001580,2038,48079
E14001580,2039,48435
E14001580,2040,48778
E14001580,2041,49122
E14001580,2042,49452
E14001580,2043,49774
E14001580,2044,50087
E14001580,2045,50392
E14001580,2046,50691
E14001580,2047,50983
E14001580,2048,51329
E14001580,2049,51676
E14001580,2050,52026
E14001581,2022,43124
E14001581,2023,43770
E14001581,2024,44365
E14001581,2025,44772
E14001581,2026,45132
E14001581,2027,45517
E14001581,2028,45912
E14001581,2029,46328
E14001581,2030,46741
E14001581,2031,47143
E14001581,2032,47553
E14001581,2033,47961
E14001581,2034,48366
E14001581,2035,48764
E14001581,2036,49152
E14001581,2037,49541
E14001581,2038,49925
E14001581,2039,50294
E14001581,2040,50650
E14001581,2041,51007
E14001581,2042,51350
E14001581,2043,51684
E14001581,2044,52010
E14001581,2045,52326
E14001581,2046,52636
E14001581,2047,52940
E14001581,2048,53299
E14001581,2049,53660
E14001581,2050,54023
E14001582,2022,38998
E14001582,2023,39582
E14001582,2024,40120
E14001582,2025,40488
E14001582,2026,40814
E14001582,2027,41162
E14001582,2028,41519
E14001582,2029,41895
E14001582,2030,42269
E14001582,2031,42632
E14001582,2032,43003
E14001582,2033,43372
E14001582,2034,43738
E14001582,2035,44098
E14001582,2036,44449
E14001582,2037,44801
E14001582,2038,45148
E14001582,2039,45482
E14001582,2040,45804
E14001582,2041,46127
E14001582,2042,46437
E14001582,2043,46739
E14001582,2044,47034
E14001582,2045,47319
E14001582,2046,47600
E14001582,2047,47875
E14001582,2048,48199
E14001582,2049,48526
E14001582,2050,48854
E14001583,2022,42978
E14001583,2023,43622
E14001583,2024,44215
E14001583,2025,44620
E14001583,2026,44979
E14001583,2027,45363
E14001583,2028,45756
E14001583,2029,46171
E14001583,2030,46582
E14001583,2031,46983
E14001583,2032,47392
E14001583,2033,47799
E14001583,2034,48202
E14001583,2035,48599
E14001583,2036,48985
E14001583,2037,49374
E14001583,2038,49756
E14001583,2039,50124
E14001583,2040,50478
E14001583,2041,50835
E14001583,2042,51176
E14001583,2043,51509
E14001583,2044,51834
E14001583,2045,52149
E14001583,2046,52458
E14001583,2047,52761
E14001583,2048,53118
E14001583,2049,53478
E14001583,2050,53840
E14001584,2022,39758
E14001584,2023,40354
E14001584,2024,40902
E14001584,2025,41277
E14001584,2026,41609
E14001584,2027,41964
E14001584,2028,42328
E14001584,2029,42711
E14001584,2030,43092
E14001584,2031,43463
E14001584,2032,43841
E14001584,2033,44218
E14001584,2034,44591
E14001584,2035,44958
E14001584,2036,45315
E14001584,2037,45675
E14001584,2038,46028
E14001584,2039,46368
E14001584,2040,46697
E14001584,2041,47026
E14001584,2042,47342
E14001584,2043,47650
E14001584,2044,47950
E14001584,2045,48241
E14001584,2046,48528
E14001584,2047,48808
E14001584,2048,49139
E14001584,2049,49471
E14001584,2050,49806
E14001585,2022,45933
E14001585,2023,46621
E14001585,2024,47255
E14001585,2025,47688
E14001585,2026,48072
E14001585,2027,48482
E14001585,2028,48902
E14001585,2029,49345
E14001585,2030,49785
E14001585,2031,50213
E14001585,2032,50650
E14001585,2033,51085
E14001585,2034,51516
E14001585,2035,51940
E14001585,2036,52353
E14001585,2037,52768
E14001585,2038,53177
E14001585,2039,53570
E14001585,2040,53949
E14001585,2041,54330
E14001585,2042,54695
E14001585,2043,55050
E14001585,2044,55398
E14001585,2045,55734
E14001585,2046,56065
E14001585,2047,56389
E14001585,2048,56770
E14001585,2049,57155
E14001585,2050,57542
E14001586,2022,43795
E14001586,2023,44451
E14001586,2024,45055
E14001586,2025,45468
E14001586,2026,45834
E14001586,2027,46225
E14001586,2028,46626
E14001586,2029,47048
E14001586,2030,47468
E14001586,2031,47876
E14001586,2032,48293
E14001586,2033,48708
E14001586,2034,49118
E14001586,2035,49523
E14001586,2036,49916
E14001586,2037,50312
E14001586,2038,50702
E14001586,2039,51077
E14001586,2040,51438
E14001586,2041,51801
E14001586,2042,52149
E14001586,2043,52488
E14001586,2044,52819
E14001586,2045,53140
E14001586,2046,53455
E14001586,2047,53764
E14001586,2048,54128
E14001586,2049,54495
E14001586,2050,54864
E14001587,2022,42373
E14001587,2023,43008
E14001587,2024,43592
E14001587,2025,43992
E14001587,2026,44346
E14001587,2027,44724
E14001587,2028,45112
E14001587,2029,45521
E14001587,2030,45927
E14001587,2031,46322
E14001587,2032,46725
E14001587,2033,47126
E14001587,2034,47524
E14001587,2035,47915
E14001587,2036,48296
E14001587,2037,48679
E14001587,2038,49055
E14001587,2039,49418
E14001587,2040,49768
E14001587,2041,50119
E14001587,2042,50456
E14001587,2043,50784
E14001587,2044,51104
E14001587,2045,51414
E14001587,2046,51720
E14001587,2047,52018
E14001587,2048,52371
E14001587,2049,52725
E14001587,2050,53082
E14001588,2022,41900
E14001588,2023,42528
E14001588,2024,43106
E14001588,2025,43501
E14001588,2026,43851
E14001588,2027,44225
E14001588,2028,44608
E14001588,2029,45013
E14001588,2030,45414
E14001588,2031,45804
E14001588,2032,46203
E14001588,2033,46600
E14001588,2034,46993
E14001588,2035,47380
E14001588,2036,47756
E14001588,2037,48135
E14001588,2038,48508
E14001588,2039,48867
E14001588,2040,49212
E14001588,2041,49560
E14001588,2042,49892
E14001588,2043,50217
E14001588,2044,50534
E14001588,2045,50840
E14001588,2046,51142
E14001588,2047,51438
E14001588,2048,51786
E14001588,2049,52137
E14001588,2050,52490
E14001589,2022,38684
E14001589,2023,39264
E14001589,2024,39797
E14001589,2025,40162
E14001589,2026,40485
E14001589,2027,40830
E14001589,2028,41185
E14001589,2029,41558
E14001589,2030,41928
E14001589,2031,42289
E14001589,2032,42657
E14001589,2033,43023
E14001589,2034,43386
E14001589,2035,43743
E14001589,2036,44091
E14001589,2037,44441
E14001589,2038,44785
E14001589,2039,45116
E14001589,2040,45435
E14001589,2041,45756
E14001589,2042,46063
E14001589,2043,46363
E14001589,2044,46655
E14001589,2045,46938
E14001589,2046,47217
E14001589,2047,47489
E14001589,2048,47811
E14001589,2049,48135
E14001589,2050,48461
E14001590,2022,42665
E14001590,2023,43304
E14001590,2024,43893
E14001590,2025,44295
E14001590,2026,44652
E14001590,2027,45032
E14001590,2028,45423
E14001590,2029,45834
E14001590,2030,46243
E14001590,2031,46641
E14001590,2032,47047
E14001590,2033,47451
E14001590,2034,47851
E14001590,2035,48245
E14001590,2036,48628
E14001590,2037,49014
E14001590,2038,49393
E14001590,2039,49759
E14001590,2040,50111
E14001590,2041,50464
E14001590,2042,50803
E14001590,2043,51134
E14001590,2044,51456
E14001590,2045,51769
E14001590,2046,52076
E14001590,2047,52377
E14001590,2048,52731
E14001590,2049,53089
E14001590,2050,53448
E14001591,2022,40276
E14001591,2023,40880
E14001591,2024,41435
E14001591,2025,41815
E14001591,2026,42151
E14001591,2027,42511
E14001591,2028,42879
E14001591,2029,43268
E14001591,2030,43654
E14001591,2031,44029
E14001591,2032,44412
E14001591,2033,44794
E14001591,2034,45172
E14001591,2035,45543
E14001591,2036,45905
E14001591,2037,46270
E14001591,2038,46628
E14001591,2039,46973
E14001591,2040,47305
E14001591,2041,47639
E14001591,2042,47959
E14001591,2043,48271
E14001591,2044,48575
E14001591,2045,48870
E14001591,2046,49160
E14001591,2047,49444
E14001591,2048,49779
E14001591,2049,50116
E14001591,2050,50455
E14001592,2022,41437
E14001592,2023,42058
E14001592,2024,42629
E14001592,2025,43020
E14001592,2026,43366
E14001592,2027,43736
E14001592,2028,44116
E14001592,2029,44515
E14001592,2030,44912
E14001592,2031,45298
E14001592,2032,45692
E14001592,2033,46085
E14001592,2034,46474
E14001592,2035,46856
E14001592,2036,47229
E14001592,2037,47603
E14001592,2038,47972
E14001592,2039,48327
E14001592,2040,48669
E14001592,2041,49012
E14001592,2042,49341
E14001592,2043,49662
E14001592,2044,49975
E14001592,2045,50279
E14001592,2046,50577
E14001592,2047,50869
E14001592,2048,51214
E14001592,2049,51561
E14001592,2050,51910
E14001593,2022,39180
E14001593,2023,39767
E14001593,2024,40307
E14001593,2025,40677
E14001593,2026,41004
E14001593,2027,41354
E14001593,2028,41713
E14001593,2029,42091
E14001593,2030,42466
E14001593,2031,42831
E14001593,2032,43204
E14001593,2033,43575
E14001593,2034,43942
E14001593,2035,44304
E14001593,2036,44656
E14001593,2037,45011
E14001593,2038,45359
E14001593,2039,45694
E14001593,2040,46018
E14001593,2041,46342
E14001593,2042,46654
E14001593,2043,46957
E14001593,2044,47253
E14001593,2045,47540
E14001593,2046,47822
E14001593,2047,48098
E14001593,2048,48424
E14001593,2049,48752
E14001593,2050,49082
E14001594,2022,42287
E14001594,2023,42921
E14001594,2024,43504
E14001594,2025,43903
E14001594,2026,44256
E14001594,2027,44633
E14001594,2028,45020
E14001594,2029,45428
E14001594,2030,45833
E14001594,2031,46228
