PCON24CD,mean,min_nox_emission_per_km2,max_nox_emission,median_nox_emission_per_km2,stdev,mean_nox_emission_per_km2,sd_nox_emission_per_km2,sum,area_km2,total_nox_t_per_km2,total_nox
E14001180,2.548842668533325,6.840563146397471e-4,11.462900161743164,2.362835415598323,1.4024964570999146,2.751253604888916,1.340908169746399,72.80857849121094,28.565347751513027,2.5488427140661876,72.80857849121094
E14001181,2.7140884399414063,0.002936392091214657,31.03883934020996,1.7646026720547092,5.228731632232666,4.084615707397461,5.696043491363525,108.39241027832031,39.936945966301025,2.7140886128293915,108.39241027832031
E14001182,3.6299021244049072,0.029686009511351585,14.082159996032715,2.3813011284304104,3.705669641494751,4.6893229484558105,3.983534812927246,112.3984375,30.964592149877966,3.6299020815761973,112.3984375
E14001183,0.8121243715286255,2.0925450371578336e-4,4.681972980499268,0.5704929113534646,0.9357969760894775,1.5766503810882568,1.031565546989441,72.876983642578125,98.39331575735179,0.740670065660765,72.876983642578125
E14001184,2.370004415512085,4.185090947430581e-4,10.785110473632813,1.7874099573825197,2.4817216396331787,2.657735586166382,1.675728678703308,108.89045715332031,45.94525558879217,2.3700043836491993,108.89045715332031
E14001185,1.301580548286438,4.58685914054513e-4,14.905810356140137,0.4059093985337799,2.3257763385772705,2.6312313079833984,2.1168394088745117,115.259521484375,88.90330442637183,1.2964593636655084,115.259521484375
E14001186,2.0184683799743652,0.014910579659044743,19.49614906311035,1.6082458588171795,1.5386669635772705,2.965959072113037,1.6635627746582031,51.06377029418945,25.29827653396231,2.018468342127481,51.06377029418945
E14001187,1.7299964427947998,0.03081572987139225,19.49614906311035,1.5942033657836192,1.3839656114578247,2.412550210952759,1.888777256011963,62.600067138671875,36.42997435838717,1.7183670381656373,62.600067138671875
E14001188,7.5957350730896,1.1823660135269165,19.49614906311035,5.6582622527501885,5.2819294929504395,8.645933151245117,5.547302722930908,118.87828063964844,15.65066132406336,7.5957352969404255,118.87828063964844
E14001189,1.4632760286331177,1.3642580597661436e-4,5.124752044677734,1.241664523939028,1.2947125434875488,2.596008062362671,1.1555557250976563,53.93840789794922,39.53405620503549,1.3643529927262823,53.93840789794922
E14001190,0.7508535981178284,2.0925450371578336e-4,9.110705375671387,0.060739991816837584,1.4902373552322388,2.9054486751556396,1.9607822895050049,80.1012191772461,113.72948183204113,0.7043135859489961,80.1012191772461
E14001191,1.7252638339996338,8.743801154196262e-4,23.209280014038086,0.7539626409261689,2.7919046878814697,2.5759129524230957,2.286367177963257,105.24275207519531,62.43021432959352,1.6857663105171747,105.24275207519531
E14001192,0.22459569573402405,1.2462200538720936e-4,18.51059913635254,0.02225196205963833,1.0078058242797852,1.0264809131622314,1.36612868309021,144.39700317382813,779.6048368891011,0.1852181981707851,144.39700317382813
E14001193,2.592137336730957,0.04245873913168907,12.09965991973877,2.040660881455261,1.8709092140197754,2.952906608581543,1.7282229661941528,73.77867126464844,28.462483561054125,2.592137509939628,73.77867126464844
E14001194,2.77436900138855,4.3142339563928545e-4,12.09965991973877,2.2208710437132853,2.3138513565063477,3.221029281616211,1.962666630744934,86.57991027832031,31.207063381355105,2.7743690337120324,86.57991027832031
E14001195,0.1409611701965332,2.0510989998001605e-4,5.073007106781006,0.026908399529700398,0.37720972299575806,0.9419722557067871,1.1186379194259644,112.44282531738281,906.9228934292468,0.12398278412866529,112.44282531738281
E14001196,1.4688259363174438,3.487156063783914e-4,10.730159759521484,0.7045451222603266,2.1128761768341064,2.879617214202881,2.52470326423645,76.67808532714844,53.112494647090614,1.4436920321035738,76.67808532714844
E14001197,0.31163063645362854,1.5120850002858788e-4,7.693596839904785,0.05215388534851336,0.7719406485557556,1.2705249786376953,1.1261712312698364,98.96122741699219,403.01217903564,0.24555393748594542,98.96122741699219
E14001198,1.2588249444961548,1.6804650658741593e-4,14.200469970703125,0.4101869098062985,2.08935284614563,2.2865993976593018,1.5861129760742188,124.52286529541016,112.73342895732648,1.104577998266569,124.52286529541016
