LSOA21CD,number_of_households
E01031808,991
E01031809,1063
E01031810,866
E01031811,697
E01031812,817
E01031813,798
E01031814,834
E01031815,784
E01031816,659
E01031817,713
E01031818,772
E01031820,795
E01031821,776
E01031822,653
E01031823,578
E01031824,502
E01031825,784
E01031826,616
E01031827,656
E01031828,554
E01031829,635
E01031830,660
E01031831,667
E01031832,806
E01031833,673
E01031834,637
E01031835,995
E01031836,729
E01031837,781
E01031838,667
E01031839,725
E01031840,755
E01031841,798
E01031842,810
E01031843,797
E01031845,731
E01031846,702
E01031847,795
E01031848,731
E01031849,690
E01031850,990
E01031851,648
E01031852,856
E01031853,716
E01031854,1065
E01031855,663
E01031856,778
E01031857,639
E01031858,709
E01031859,746
E01031860,654
E01031861,1166
E01031862,705
E01031863,575
E01031864,517
E01031865,717
E01031866,697
E01031867,798
E01031868,721
E01031869,895
E01031870,901
E01031871,725
E01031872,674
E01031873,768
E01031874,667
E01031876,668
E01031877,813
E01031879,542
E01031882,834
E01031883,862
E01031884,668
E01031885,709
E01031886,582
E01031887,743
E01031888,588
E01031889,1025
E01031890,755
E01031892,589
E01031893,664
E01031894,635
E01031895,1033
E01031896,684
E01031897,844
E01031898,644
E01031901,662
E01031902,759
E01031903,1003
E01031904,1043
E01031905,502
E01031906,646
E01031907,935
E01031908,738
E01031909,528
E01031910,642
E01031911,560
E01031912,904
E01031913,654
E01031914,513
E01031915,705
E01031916,554
E01031917,706
E01031918,1163
E01031919,609
E01031920,537
E01031921,542
E01031922,600
E01031923,534
E01031924,666
E01031925,576
E01031926,623
E01031927,503
E01031928,600
E01031929,564
E01031930,451
E01031931,845
E01031932,716
E01031933,700
E01031934,785
E01031935,756
E01031936,653
E01031937,467
E01031938,634
E01031939,970
E01031940,947
E01031941,714
E01031942,537
E01031944,462
E01031946,467
E01031947,749
E01031948,1034
E01031949,864
E01031950,567
E01031951,470
E01031952,1139
E01031955,663
E01031956,570
E01031957,634
E01031958,594
E01031959,830
E01031960,572
E01031961,565
E01031962,571
E01031963,859
E01031964,885
E01031965,629
E01031966,1118
E01031967,1011
E01031968,758
E01031969,587
E01031970,708
E01031971,513
E01031972,624
E01031973,730
E01031974,609
E01031975,528
E01031976,869
E01031978,683
E01031979,951
E01031980,1030
E01031981,609
E01031982,574
E01031983,788
E01031984,1095
E01031985,529
E01031986,599
E01031988,735
E01031989,752
E01031990,824
E01031991,850
E01031992,626
E01031993,631
E01031994,524
E01031995,839
E01031996,582
E01031997,594
E01031999,953
E01032000,905
E01032001,626
E01032002,608
E01032003,878
E01032004,1026
E01032005,532
E01032006,496
E01032007,701
E01032008,669
E01032009,863
E01032010,940
E01032012,765
E01032013,847
E01032014,1021
E01032015,578
E01032016,623
E01032017,620
E01032018,637
E01032019,644
E01032020,625
E01032021,738
E01032022,982
E01032023,826
E01032024,1146
E01032025,647
E01032026,703
E01032027,625
E01032029,616
E01032030,806
E01032031,516
E01032032,677
E01032033,583
E01032034,601
E01032035,752
E01032036,647
E01032037,735
E01032038,644
E01032039,1015
E01032040,615
E01032041,814
E01032042,701
E01032043,526
E01032044,626
E01032045,702
E01032046,706
E01032047,645
E01032048,760
E01032049,737
E01032051,591
E01032052,578
E01032053,613
E01032054,535
E01032055,533
E01032056,555
E01032057,503
E01032058,610
E01032059,767
E01032060,688
E01032061,520
E01032062,880
E01032063,939
E01032064,520
E01032065,662
E01032066,702
E01032067,658
E01032068,729
E01032069,506
E01032070,823
E01032072,763
E01032073,590
E01032074,604
E01032075,602
E01032076,539
E01032077,764
E01032078,1193
E01032079,644
E01032080,710
E01032081,549
E01032082,531
E01032083,1022
E01032085,700
E01032087,986
E01032088,624
E01032089,670
E01032090,649
E01032091,545
E01032092,678
E01032093,1003
E01032094,1039
E01032095,732
E01032096,792
E01032097,767
E01032098,632
E01032100,775
E01032101,849
E01032102,1023
E01032103,924
E01032104,559
E01032105,672
E01032106,638
E01032107,428
E01032108,627
E01032109,688
E01032110,998
E01032111,579
E01032112,624
E01032113,602
E01032114,695
E01032115,831
E01032117,1077
E01032118,618
E01032119,973
E01032121,865
E01032122,883
E01032123,664
E01032124,727
E01032125,608
E01032126,849
E01032127,767
E01032128,654
E01032129,537
E01032131,639
E01032132,932
E01032133,735
E01032134,630
E01032135,636
E01032136,526
E01032137,665
E01032138,630
E01032139,916
E01032140,729
E01032141,599
E01032142,935
E01032143,623
E01032144,860
E01032145,623
E01032146,668
E01032147,560
E01032148,457
E01032149,498
E01032150,617
E01032151,574
E01032152,628
E01032153,925
E01032154,679
E01032155,657
E01032156,880
E01032157,1043
E01032158,654
E01032159,864
E01032160,798
E01032161,819
E01032162,761
E01032168,476
E01032169,493
E01032170,558
E01032171,610
E01032172,674
E01032173,668
E01032174,673
E01032175,681
E01032176,924
E01032177,727
E01032178,550
E01032179,710
E01032180,878
E01032181,915
E01032182,967
E01032183,633
E01032184,772
E01032185,694
E01032186,556
E01032187,780
E01032188,802
E01032189,1174
E01032190,888
E01032191,1190
E01032192,913
E01032193,957
E01032194,732
E01032195,744
E01032196,797
E01032197,763
E01032198,867
E01032199,835
E01032200,1015
E01032201,690
E01032202,740
E01032203,695
E01032204,674
E01032205,463
E01032206,570
E01032207,771
E01032208,810
E01032209,647
E01032210,526
E01032211,840
E01032212,895
E01032213,748
E01032214,1054
E01032215,536
E01032216,811
E01032217,700
E01032218,660
E01032219,775
E01032220,658
E01032221,557
E01032222,605
E01032223,885
E01032224,772
E01032225,496
E01032226,1127
E01032227,465
E01032228,546
E01032229,625
E01032230,599
E01032231,819
E01032232,750
E01032234,773
E01032235,720
E01032236,824
E01032237,611
E01032238,562
E01032239,681
E01032240,550
E01032241,498
E01032242,589
E01032243,571
E01032244,629
E01032245,685
E01032246,559
E01032247,633
E01032248,533
E01032249,689
E01032250,507
E01032251,707
E01032252,546
E01032253,642
E01032254,847
E01032255,544
E01032256,628
E01032257,572
E01032258,704
E01032259,613
E01032260,697
E01032261,580
E01032262,839
E01032263,717
E01032264,645
E01032265,639
E01032266,717
E01032267,668
E01032268,485
E01032269,757
E01032270,572
E01032271,796
E01032272,530
E01032273,570
E01032274,515
E01032275,606
E01032276,598
E01032277,497
E01032278,723
E01032279,530
E01032280,904
E01032281,665
E01032282,930
E01032283,701
E01032284,834
E01032285,727
E01032286,1101
E01032287,679
E01032288,666
E01032289,627
E01032290,658
E01032292,635
E01032294,636
E01032296,717
E01032297,672
E01032298,770
E01032299,678
E01032300,714
E01032301,613
E01032302,564
E01032303,509
E01032304,621
E01032305,702
E01032306,606
E01032307,673
E01032308,783
E01032309,713
E01032310,658
E01032311,627
E01032312,658
E01032313,491
E01032314,434
E01032315,501
E01032316,498
E01032317,675
E01032318,665
E01032319,750
E01032320,638
E01032321,762
E01032322,956
E01032323,616
E01032324,610
E01032325,641
E01032326,611
E01032327,1024
E01032328,646
E01032329,860
E01032330,593
E01032331,652
E01032332,642
E01032333,767
E01032334,1004
E01032335,582
E01032336,634
E01032337,998
E01032338,811
E01032339,649
E01032340,794
E01032341,617
E01032342,1114
E01032344,950
E01032345,632
E01032346,606
E01032347,562
E01032348,572
E01032349,744
E01032350,521
E01032351,967
E01032352,667
E01032353,784
E01032355,640
E01032356,480
E01032357,506
E01032358,657
E01032359,1085
E01032360,831
E01032361,759
E01032363,646
E01032364,701
E01032365,784
E01032366,753
E01032367,658
E01032368,531
E01032369,617
E01032370,504
E01032371,592
E01032372,637
E01032373,591
E01032374,575
E01032375,520
E01032376,671
E01032377,957
E01032378,843
E01032379,726
E01032380,676
E01032381,827
E01032382,608
E01032383,643
E01032384,668
E01032385,1038
E01032386,603
E01032387,706
E01032388,587
E01032389,618
E01032390,692
E01032391,564
E01032392,706
E01032393,772
E01032394,529
E01032395,539
E01032396,732
E01032397,962
E01032398,678
E01032399,945
E01032400,1030
E01032401,1141
E01032402,620
E01032403,979
E01032404,1100
E01032405,820
E01032406,757
E01032407,657
E01032408,666
E01032409,1070
E01032410,612
E01032411,765
E01032412,571
E01032413,506
E01032414,675
E01032415,572
E01032416,468
E01032417,643
E01032418,614
E01032419,575
E01032420,517
E01032421,478
E01032422,659
E01032423,787
E01032424,621
E01032425,654
E01032426,659
E01032427,705
E01032428,864
E01032429,667
E01032430,805
E01032431,680
E01032432,569
E01032433,583
E01032434,943
E01032435,673
E01032436,677
E01032437,771
E01032438,666
E01032439,605
E01032440,545
E01032441,530
E01032442,675
E01032443,602
E01032444,538
E01032445,651
E01032446,603
E01032447,640
E01032448,477
E01032449,746
E01032451,660
E01032452,645
E01032453,777
E01032454,836
E01032455,626
E01032456,520
E01032457,591
E01032458,652
E01032459,623
E01032460,948
E01032461,1015
E01032462,934
E01032463,745
E01032464,745
E01032465,616
E01032466,660
E01032467,525
E01032468,500
E01032469,658
E01032471,633
E01032472,534
E01032473,592
E01032474,897
E01032475,751
E01032476,626
E01032477,520
E01032478,650
E01032479,1100
E01032480,787
E01032481,849
E01032482,661
E01032483,729
E01032484,582
E01032485,773
E01032486,608
E01032487,456
E01032488,758
E01032489,984
E01032490,577
E01032491,491
E01032492,1065
E01032493,641
E01032494,723
E01032496,953
E01032497,634
E01032498,719
E01032499,701
E01032500,641
E01032501,513
E01032502,852
E01032503,612
E01032504,746
E01032505,565
E01032506,678
E01032507,647
E01032508,836
E01032509,614
E01032510,953
E01032511,605
E01032512,893
E01032513,532
E01032514,876
E01032515,843
E01032516,856
E01032517,725
E01032518,777
E01032519,531
E01032520,1031
E01032522,1041
E01032523,693
E01032524,510
E01032526,829
E01032527,665
E01032528,698
E01032529,650
E01032530,792
E01032532,663
E01032533,616
E01032534,718
E01032535,471
E01032536,952
E01032537,822
E01032538,976
E01032540,453
E01032541,979
E01032542,704
E01032543,874
E01032544,795
E01032545,683
E01032546,710
E01032548,724
E01032549,1071
E01032551,1126
E01032552,667
E01032554,990
E01032555,773
E01032556,670
E01032557,764
E01032558,657
E01032559,1011
E01032560,510
E01032561,630
E01032562,620
E01032563,566
E01032564,492
E01032565,603
E01032566,752
E01032567,600
E01032568,642
E01032569,682
E01032570,732
E01032571,780
E01032572,755
E01032573,902
E01032574,693
E01032575,661
E01032576,515
E01032577,609
E01032579,973
E01032580,486
E01032581,743
E01032582,1165
E01032583,917
E01032584,566
E01032585,651
E01032586,749
E01032587,640
E01032588,582
E01032589,604
E01032590,958
E01032591,472
E01032592,726
E01032593,946
E01032594,673
E01032595,802
E01032596,616
E01032597,669
E01032599,574
E01032600,816
E01032601,573
E01032602,603
E01032603,660
E01032604,605
E01032605,670
E01032606,924
E01032607,649
E01032608,519
E01032609,537
E01032610,647
E01032611,739
E01032612,1092
E01032613,567
E01032614,490
E01032615,476
E01032616,640
E01032617,670
E01032618,705
E01032619,639
E01032620,964
E01032621,683
E01032622,548
E01032623,605
E01032624,669
E01032625,557
E01032626,685
E01032627,1005
E01032628,1074
E01032631,570
E01032632,597
E01032633,1045
E01032634,534
E01032635,1030
E01032636,978
E01032637,565
E01032638,597
E01032639,782
E01032640,610
E01032643,763
E01032644,734
E01032645,832
E01032646,806
E01032647,1083
E01032648,669
E01032649,614
E01032650,568
E01032651,756
E01032652,881
E01032653,677
E01032655,705
E01032656,926
E01032657,665
E01032658,857
E01032659,654
E01032660,745
E01032661,717
E01032662,610
E01032664,677
E01032665,679
E01032666,519
E01032667,445
E01032668,617
E01032669,574
E01032670,625
E01032671,487
E01032672,1086
E01032673,627
E01032675,793
E01032676,1097
E01032677,821
E01032678,552
E01032679,540
E01032680,840
E01032681,628
E01032682,425
E01032683,1031
E01032684,631
E01032688,536
E01032689,549
E01032690,704
E01032691,600
E01032692,506
E01032693,749
E01032694,698
E01032695,630
E01032696,876
E01032697,623
E01032699,989
E01032700,586
E01032701,525
E01032702,560
E01032703,584
E01032704,721
E01032705,576
E01032706,695
E01032707,789
E01032708,728
E01032709,552
E01032710,548
E01032711,666
E01032712,942
E01032713,690
E01032714,824
E01032715,639
E01032716,668
E01032719,803
E01032724,769
E01032726,629
E01032728,859
E01032729,621
E01032730,752
E01032731,482
E01032732,643
E01032733,735
E01032734,802
E01032735,616
E01032737,613
E01032738,891
E01032739,879
E01032740,877
E01032741,730
E01032742,831
E01032743,820
E01032744,518
E01032745,716
E01032746,726
E01032748,1087
E01032750,585
E01032751,776
E01032753,779
E01032755,489
E01032759,735
E01032764,1058
E01032765,740
E01032767,795
E01032768,685
E01032769,632
E01032770,1083
E01032771,779
E01032772,1179
E01032774,728
E01032775,563
E01032776,1051
E01032777,576
E01032779,654
E01032780,1009
E01032781,761
E01032782,1134
E01032783,581
E01032784,745
E01032785,1023
E01032786,621
E01032787,776
E01032788,712
E01032789,594
E01032790,488
E01032792,593
E01032794,593
E01032799,629
E01032800,703
E01032802,665
E01032803,788
E01032807,763
E01032808,824
E01032810,619
E01032811,593
E01032812,679
E01032813,735
E01032814,810
E01032815,425
E01032816,767
E01032817,453
E01032818,553
E01032819,635
E01032820,996
E01032821,1105
E01032822,568
E01032823,607
E01032824,596
E01032825,1057
E01032826,649
E01032827,722
E01032828,426
E01032829,669
E01032830,1011
E01032831,752
E01032832,660
E01032833,673
E01032834,620
E01032835,845
E01032836,912
E01032837,997
E01032838,615
E01032839,606
E01032841,1110
E01032842,723
E01032843,772
E01032844,1157
E01032845,752
E01032846,796
E01032847,1103
E01032848,632
E01032849,575
E01032850,600
E01032852,627
E01032853,662
E01032854,601
E01032855,420
E01032856,480
E01032857,456
E01032858,1032
E01032859,665
E01032860,687
E01032862,737
E01032863,786
E01032865,690
E01032868,505
E01032870,736
E01032871,645
E01032872,772
E01032873,945
E01032876,624
E01032877,933
E01032878,565
E01032879,747
E01032880,504
E01032881,609
E01032883,648
E01032884,957
E01032885,863
E01032886,1094
E01032888,1017
E01032891,732
E01032893,686
E01032894,773
E01032895,573
E01032896,698
E01032897,707
E01032898,598
E01032899,1048
E01032900,849
E01032901,706
E01032902,594
E01032904,708
E01032905,1134
E01032906,1139
E01032909,1043
E01032912,974
E01032914,1146
E01032915,947
E01032920,1060
E01032922,1070
E01032923,1119
E01032924,634
E01032925,650
E01032926,649
E01032927,628
E01032930,1134
E01032931,613
E01032932,986
E01032933,614
E01032935,574
E01032937,845
E01032938,934
E01032939,584
E01032940,582
E01032941,626
E01032942,729
E01032943,860
E01032944,616
E01032946,831
E01032947,718
E01032948,735
E01032949,560
E01032950,664
E01032951,745
E01032952,630
E01032953,901
E01032955,789
E01032956,679
E01032957,591
E01032958,652
E01032961,784
E01032962,650
E01032963,623
E01032964,648
E01032965,630
E01032966,893
E01032967,833
E01032969,600
E01032970,789
E01032971,559
E01032972,651
E01032973,592
E01032974,589
E01032976,779
E01032978,839
E01032979,776
E01032980,802
E01032981,731
E01032982,557
E01032983,532
E01032984,551
E01032985,926
E01032986,595
E01032987,704
E01032988,800
E01032989,812
E01032991,940
E01032992,685
E01032993,1047
E01032994,668
E01032995,728
E01032996,568
E01032997,491
E01032998,740
E01032999,567
E01033000,624
E01033002,1013
E01033003,1181
E01033008,595
E01033010,766
E01033011,746
E01033013,722
E01033015,935
E01033016,702
E01033021,1079
E01033022,687
E01033023,1026
E01033024,531
E01033025,517
E01033026,591
E01033027,594
E01033028,524
E01033029,636
E01033030,720
E01033031,868
E01033033,654
E01033034,919
E01033035,771
E01033036,654
E01033037,637
E01033038,988
E01033039,493
E01033040,638
E01033041,518
E01033042,879
E01033043,605
E01033044,546
E01033045,524
E01033046,654
E01033047,503
E01033048,703
E01033049,676
E01033050,507
E01033051,1148
E01033052,664
E01033053,762
E01033054,531
E01033055,860
E01033056,638
E01033058,840
E01033059,590
E01033060,470
E01033061,669
E01033062,910
E01033063,637
E01033064,685
E01033067,844
E01033068,659
E01033069,610
E01033070,970
E01033071,609
E01033072,1106
E01033073,687
E01033076,980
E01033077,995
E01033078,688
E01033079,486
E01033080,1158
E01033081,777
E01033082,654
E01033083,789
E01033084,706
E01033086,512
E01033087,876
E01033088,844
E01033089,668
E01033091,744
E01033092,756
E01033094,684
E01033095,1015
E01033097,636
E01033098,949
E01033099,911
E01033100,850
E01033102,677
E01033103,862
E01033104,1077
E01033105,596
E01033107,482
E01033109,878
E01033111,760
E01033112,691
E01033113,491
E01033114,550
E01033115,477
E01033116,1018
E01033117,482
E01033118,596
E01033120,548
E01033121,816
E01033122,1015
E01033123,786
E01033124,684
E01033125,813
E01033126,785
E01033127,657
E01033128,504
E01033129,841
E01033130,626
E01033131,665
E01033132,1146
E01033133,646
E01033135,466
E01033137,658
E01033138,630
E01033139,687
E01033140,1144
E01033142,739
E01033144,625
E01033145,630
E01033146,555
E01033148,674
E01033150,650
E01033151,502
E01033156,658
E01033158,592
E01033160,1043
E01033161,647
E01033163,818
E01033166,672
E01033167,569
E01033168,484
E01033169,563
E01033170,579
E01033171,787
E01033172,703
E01033173,820
E01033174,1131
E01033175,547
E01033177,631
E01033179,1166
E01033180,610
E01033181,595
E01033182,674
E01033184,509
E01033185,698
E01033186,715
E01033188,605
E01033189,1054
E01033190,634
E01033191,712
E01033192,616
E01033195,408
E01033197,446
E01033198,636
E01033200,1073
E01033205,610
E01033206,666
E01033208,954
E01033209,586
E01033210,1002
E01033211,762
E01033212,843
